First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground_Truth
Joe_Smith,,0.728251338,3.21E-06,0.002332268,0.269413128,White,White
Johan_Camargo,,0.027885813,0.11688453,0.026039448,0.829190319,Other,Other
Johan_Oviedo,,0.009980235,0.098855674,0.057327976,0.833836168,Other,Other
Johnny_Cueto,,3.93E-06,0.999703109,0.000156676,0.000136196,Black,Black
John_Brebbia,,0.999987602,4.87E-08,1.94E-06,1.04E-05,White,White
John_King,,0.933737397,8.06E-07,0.000520678,0.06574125,White,White
John_Means,,0.999530792,6.85E-08,5.35E-06,0.000463847,White,White
John_Schreiber,,0.990812838,2.19E-06,8.79E-05,0.00909699,White,White
JoJo_Romero,,0.145323381,7.52E-05,0.009051587,0.845549792,Other,Other
Jonah_Bride,,0.969596684,6.48E-06,0.00013359,0.030263291,White,White
Jonah_Heim,,0.993911266,1.74E-06,2.82E-05,0.006058841,White,White
Jonathan_Aranda,,0.338772804,0.000248272,0.022874066,0.638104849,Other,Other
Jonathan_Araúz,,0.016146982,0.113050595,0.453761198,0.417041287,Asian,Other
Jonathan_Davis,,1.60E-07,0.999984384,9.41E-06,6.10E-06,Black,Black
Jonathan_Heasley,,0.998986423,4.86E-07,8.01E-06,0.001005031,White,White
Jonathan_Hernández,,0.087427862,0.052346461,0.074013184,0.786212526,Other,Other
Jonathan_India,,0.766028941,5.06E-05,0.000213977,0.233706541,White,White
Jonathan_Loáisiga,,0.0005893,0.004300178,0.98843434,0.006676152,Asian,Other
Jonathan_Schoop,,0.000932413,0.4213368,0.447109343,0.130621423,Asian,Black
Jonathan_Villar,,0.019540027,0.084015056,0.111476325,0.784968525,Other,Other
Jon_Berti,,0.91345799,4.35E-05,0.000326935,0.086171576,White,White
Jon_Gray,,0.999872804,2.41E-07,1.88E-06,0.000125067,White,White
Jordan_Diaz,,0.064658016,0.001515743,0.216237149,0.717589061,Other,Other
Jordan_Groshans,,0.994538844,9.55E-07,9.09E-05,0.005369336,White,White
Jordan_Hicks,,0.049964685,0.013487712,0.051953266,0.884594389,Other,Other
Jordan_Holloway,,0.971520007,1.52E-06,0.000428487,0.028050035,White,White
Jordan_Luplow,,0.997452199,2.03E-06,4.53E-05,0.002500341,White,White
Jordan_Lyles,,0.99974817,3.67E-07,4.63E-06,0.000246817,White,White
Jordan_Montgomery,,0.879390657,0.000149788,0.000295397,0.12016417,White,White
Jordan_Romano,,0.986366034,2.79E-06,0.000191057,0.013440152,White,White
Jordan_Sheffield,,0.015880885,0.020808673,0.241954016,0.721356377,Other,White
Jordan_Weems,,0.999499917,7.44E-08,1.37E-05,0.00048634,White,White
Jorge_Alcala,,0.000512825,0.864642262,0.069325913,0.065519036,Black,Black
Jorge_Alfaro,,0.07057479,0.000286515,0.020359308,0.908779342,Other,Other
Jorge_López,,0.051714543,0.156594381,0.412272725,0.379418339,Asian,Other
Jorge_Mateo,,2.30E-07,0.999893546,7.06E-05,3.57E-05,Black,Black
Jorge_Polanco,,0.000272681,0.906056583,0.046080677,0.047590064,Black,Black
Jorge_Soler,,8.28E-06,0.997890294,0.00175684,0.00034445,Black,Black
Jose_Altuve,,0.366253883,0.002964821,0.251997862,0.378783386,Other,Other
Jose_Alvarez,,0.657880366,0.003595059,0.000550298,0.337974284,White,Other
Jose_Barrero,,3.80E-05,0.992979109,0.004188845,0.002794086,Black,Black
Jose_Butto,,0.173546106,0.000814992,0.052203947,0.773434896,Other,Other
Jose_Cuas,,0.000148695,0.975730956,0.014287326,0.009832994,Black,Black
Jose_Herrera,,0.134436697,0.000499435,0.021860406,0.843203509,Other,Other
Jose_Marte,,0.017524997,0.074742146,0.102230691,0.805502205,Other,Other
Jose_Miranda,,0.798088849,2.23E-05,0.003810685,0.198078183,White,White
José_Abreu,,0.003467496,0.004607673,0.976900962,0.015023934,Asian,Other
José_Alvarado,,3.76E-05,0.003099751,0.996080622,0.000782062,Asian,Other
José_Azocar,,1.24E-05,0.199971586,0.798455797,0.001560255,Asian,Other
José_Berríos,,0.003290955,0.006738459,0.979258751,0.010711951,Asian,Other
José_Castillo,,0.062383715,0.028513094,0.431482228,0.477620926,Other,Other
José_Cisnero,,5.77E-06,0.992924809,0.006709771,0.000359714,Black,Black
José_Godoy,,0.007472094,0.626398206,0.041150083,0.324979632,Black,Other
José_Iglesias,,0.107980877,0.002292968,0.091658224,0.798067883,Other,Other
José_Leclerc,,0.001448567,0.30418101,0.609553586,0.084816783,Asian,Black
José_Quijada,,0.012719201,0.021798832,0.314609744,0.650872234,Other,Other
José_Quintana,,2.73E-05,0.000807171,0.997795571,0.001369946,Asian,Other
José_Ramírez,,4.43E-05,0.991481304,0.006786452,0.001687896,Black,Black
Jo_Adell,,2.44E-05,0.995271504,0.002232995,0.002471036,Black,Black
Jose_Rojas,,0.027981838,0.158123657,0.073070111,0.740824332,Other,Other
Jose_Siri,,0.023433141,0.019198194,0.118937904,0.838430747,Other,Other
Jose_Trevino,,0.185107902,0.000404551,0.024301256,0.790186305,Other,Other
Josh_Bell,,2.85E-06,0.999639511,0.000231797,0.000125779,Black,Black
Josh_Donaldson,,0.98980242,7.15E-07,0.002797614,0.007399222,White,White
Josh_Fleming,,0.988319516,3.24E-06,0.000459622,0.011217576,White,White
Josh_H. Smith,,0.929250777,2.56E-06,0.00034541,0.070401252,White,White
Josh_Hader,,0.924925208,1.13E-05,0.070330354,0.00473325,White,White
Josh_Harrison,,1.61E-07,0.999717534,0.00026019,2.21E-05,Black,Black
Josh_Jung,,0.973399937,4.58E-06,0.000505564,0.02608992,White,White
Josh_Lester,,0.759793937,4.01E-05,0.090939227,0.14922683,White,White
Josh_Lowe,,0.965764701,1.06E-05,0.000288481,0.033936279,White,White
Josh_Naylor,,0.231819913,0.001789788,0.027945992,0.738444363,Other,Other
Josh_Palacios,,0.000276596,0.852470636,0.10480939,0.042443333,Black,Black
Josh_Rogers,,0.348148108,0.000107082,0.632013198,0.019731604,Asian,White
Josh_Rojas,,0.07429792,0.000215077,0.155531488,0.769955579,Other,Other
Josh_Sborz,,0.998915315,3.69E-07,1.14E-05,0.001072866,White,White
Josh_Staumont,,0.998852372,9.52E-08,4.90E-06,0.001142757,White,White
Josh_VanMeter,,0.998135448,1.10E-06,9.55E-05,0.001767982,White,White
Josh_Winckowski,,0.957582772,6.47E-06,0.000712757,0.04169799,White,White
Josh_Winder,,0.996883214,5.20E-07,0.000694393,0.002421744,White,White
Josiah_Gray,,2.83E-06,0.999579012,0.000186418,0.000231866,Black,Black
José_Ruiz,,0.000909839,0.001362706,0.96658819,0.031139264,Asian,Other
José_Suarez,,0.361160249,0.001802054,0.005046432,0.631991295,Other,Other
José_Ureña,,2.94E-05,0.99362731,0.00571601,0.000627339,Black,Black
José_Urquidy,,0.045259666,0.130084559,0.723756508,0.100899305,Asian,Other
Jovani_Moran,,0.211358607,0.000288995,0.008350626,0.780001738,Other,Other
JP_Sears,,0.999279797,3.94E-07,2.36E-05,0.000696235,White,White
JT_Brubaker,,0.998779118,3.03E-07,3.03E-05,0.001190366,White,White
JT_Chargois,,0.171761543,0.000160489,0.155074728,0.673003256,Other,White
JT_Riddle,,0.976072252,7.83E-07,3.99E-05,0.023887082,White,White
Juan_Lagares,,0.045139849,0.00204492,0.077145808,0.875669484,Other,Other
Juan_Minaya,,0.000673701,0.671368301,0.138734268,0.1892237,Black,Black
Juan_Soto,,0.004258378,0.004696466,0.807688429,0.183356791,Asian,Other
Juan_Yepez,,0.155239344,0.001604439,0.015962939,0.827193256,Other,Other
Julian_Merryweather,,0.894881546,5.71E-05,0.004975618,0.100085758,White,White
Julio_Rodríguez,,0.000706842,0.948703408,0.018467322,0.032122403,Black,Other
Julio_Urías,,0.014223348,0.011061584,0.882531893,0.092183207,Asian,Other
Junior_Fernández,,0.047012676,0.0077395,0.031029809,0.914217949,Other,Other
Jurickson_Profar,,8.86E-06,0.99608314,0.003214695,0.000693254,Black,Black
Justin_Bruihl,,0.997157693,1.66E-07,3.04E-05,0.00281187,White,White
Justin_Dunn,,4.58E-07,0.999459445,0.000475911,6.41E-05,Black,Black
Justin_Grimm,,0.991859138,7.00E-06,7.36E-05,0.008060202,White,White
Justin_Lawrence,,0.038466193,0.001404289,0.083612821,0.876516729,Other,White
Justin_Steele,,0.997587681,7.24E-07,0.000555512,0.001856142,White,White
Justin_Topa,,0.881251276,3.24E-05,0.000550622,0.118165709,White,White
Justin_Turner,,0.987049878,3.33E-05,0.001209091,0.011707739,White,White
Justin_Upton,,2.35E-07,0.999863863,0.000121252,1.47E-05,Black,Black
Justin_Verlander,,0.956078947,9.72E-06,0.000414848,0.043496551,White,White
Justin_Wilson,,0.999617219,1.14E-07,1.47E-05,0.000367978,White,White
Justus_Sheffield,,0.00985905,0.125582621,0.041578197,0.822980136,Other,Other
Ka'ai_Tom,,0.05411512,0.0089781,0.033094406,0.90381236,Other,Other
Kaleb_Ort,,0.938800216,3.67E-05,0.001881243,0.059281918,White,White
Ke'Bryan_Hayes,,4.37E-07,0.999145508,0.000777048,7.70E-05,Black,Black
Keegan_Akin,,0.964995027,3.38E-06,0.000176069,0.03482546,White,White
Keegan_Thompson,,0.966115534,2.64E-06,0.02096094,0.012920967,White,White
Keibert_Ruiz,,0.051556833,0.139884174,0.029519128,0.779039926,Other,Other
Kelvin_Gutiérrez,,0.000196371,0.857729137,0.129576244,0.012498221,Black,Black
Kendall_Graveman,,0.210008204,8.29E-07,0.000552018,0.789438948,Other,White
Kenley_Jansen,,6.43E-05,0.967419863,0.026853701,0.005662208,Black,Black
Kenny_Rosenberg,,0.993632019,1.68E-06,0.000199717,0.006166609,White,White
Ken_Giles,,0.966287553,0.000187772,0.000716647,0.032808044,White,White
Ken_Waldichuk,,0.988216817,5.14E-06,0.003349116,0.008428813,White,White
Kerry_Carpenter,,0.993162513,8.71E-07,0.000259539,0.006576989,White,White
Kervin_Castro,,0.085408106,0.001847411,0.04169305,0.87105152,Other,Other
Keston_Hiura,,0.000274558,1.87E-06,0.999109537,0.000613975,Asian,Asian
Ketel_Marte,,0.000221976,0.97476542,0.002660018,0.022352499,Black,Black
Kevin_Gausman,,0.998682082,5.98E-07,2.30E-05,0.001294214,White,White
Kevin_Ginkel,,0.9886325,6.36E-06,0.000114377,0.011246766,White,White
Kevin_Herget,,0.994905114,1.79E-06,5.92E-05,0.005033931,White,White
Kevin_Kiermaier,,0.982317567,2.24E-05,0.000390853,0.017269232,White,White
Kevin_Newman,,0.996852934,3.65E-06,9.77E-05,0.003045688,White,White
Kevin_Padlo,,0.979375422,8.77E-06,0.000280859,0.020335025,White,White
Kevin_Pillar,,0.911919713,7.19E-06,0.001671859,0.086401206,White,White
Kevin_Plawecki,,0.999599755,2.30E-07,1.26E-05,0.000387471,White,White
Kevin_Smith,,0.846993029,5.63E-06,0.000235337,0.152765983,White,White
Keynan_Middleton,,0.023785345,0.055342708,0.080817998,0.840053913,Other,Other
Khalil_Lee,,2.67E-06,0.99973613,9.14E-05,0.000169918,Black,Black
Kirby_Snead,,0.989493906,2.07E-06,0.000154331,0.010349623,White,White
Kirby_Yates,,0.997820258,4.74E-06,0.000271571,0.001903464,White,White
Kirk_McCarty,,0.994682729,1.15E-06,2.54E-05,0.005290711,White,White
Kodi_Whitley,,0.518125594,0.000110855,0.013123526,0.46864007,White,White
Kody_Clemens,,0.995232522,3.52E-06,0.000281382,0.004482572,White,White
Kohei_Arihara,,0.000738671,2.03E-06,0.998690062,0.00056929,Asian,Asian
Kolby_Allard,,0.998057187,5.84E-07,0.001208986,0.000733162,White,White
Kole_Calhoun,,0.994626224,9.98E-07,0.00051683,0.004855927,White,White
Kolten_Wong,,0.009026471,0.013251795,0.744278238,0.233443504,Asian,Other
Konnor_Pilkington,,0.999903083,5.50E-08,2.95E-06,9.39E-05,White,White
Korey_Lee,,0.873692036,9.08E-06,0.044795518,0.081503395,White,White
Kramer_Robertson,,0.655328691,7.35E-05,0.004969905,0.339627855,White,White
Kris_Bryant,,0.894036174,1.12E-05,0.000263431,0.105689283,White,White
Kris_Bubic,,0.998443067,3.34E-07,0.000658259,0.000898377,White,White
Kurt_Suzuki,,0.000242671,6.44E-05,0.99684859,0.002844343,Asian,Asian
Kutter_Crawford,,0.830033064,0.000134332,0.001960648,0.167871892,White,White
Kyle_Barraclough,,0.375821322,0.000243993,0.037443562,0.586491108,Other,White
Kyle_Bradish,,0.999457419,8.16E-08,0.000261004,0.000281411,White,White
Kyle_Crick,,0.999565423,8.84E-08,1.10E-05,0.000423468,White,White
Kyle_Dowdy,,0.990695953,2.43E-06,3.05E-05,0.009271057,White,White
Kyle_Farmer,,0.998014688,4.23E-07,0.000100825,0.001884095,White,White
Kyle_Finnegan,,0.883025587,0.001083665,0.003798547,0.112092176,White,White
Kyle_Freeland,,0.994788289,3.83E-05,0.001771279,0.003402195,White,White
Kyle_Garlick,,0.999811828,3.88E-07,1.12E-05,0.000176608,White,White
Kyle_Gibson,,0.960784197,4.30E-05,0.010784779,0.028388004,White,White
Kyle_Hendricks,,0.973327696,2.69E-07,4.30E-05,0.02662911,White,White
Kyle_Higashioka,,0.902724504,1.93E-06,0.002957387,0.094316264,White,Other
Kyle_Isbel,,0.879428208,2.74E-07,3.57E-05,0.120535832,White,White
Kyle_Lewis,,1.49E-06,0.995405793,0.004508043,8.45E-05,Black,Black
Kyle_Muller,,0.426989138,0.000113927,0.005728832,0.567168072,Other,White
Kyle_Nelson,,0.93576622,1.61E-05,0.00074502,0.063472612,White,White
Kyle_Schwarber,,0.284419686,0.001737869,0.010250135,0.703592365,Other,White
Kyle_Stowers,,0.936614931,3.74E-06,0.035510556,0.027870827,White,White
Kyle_Tucker,,0.995189667,1.37E-07,9.39E-06,0.004800886,White,White
Kyle_Tyler,,0.996249259,3.86E-08,1.26E-05,0.003738101,White,White
Kyle_Wright,,0.999197662,4.83E-07,8.99E-05,0.000712029,White,White
LaMonte_Wade Jr.,,0.014746736,0.181475714,0.160553733,0.643223758,Other,Other
Lance_Lynn,,0.992506683,6.85E-06,0.005228476,0.002258049,White,White
Lance_McCullers Jr.,,0.289342135,0.001435166,0.005525392,0.703697354,Other,White
Lane_Thomas,,0.999278963,2.34E-07,5.59E-06,0.000715265,White,White
Lars_Nootbaar,,0.447117895,0.000184822,0.434575299,0.118121906,White,White
Lenyn_Sosa,,0.013235128,0.052912775,0.204152435,0.729699717,Other,Other
Leody_Taveras,,0.000313628,0.970319927,0.01522604,0.014140358,Black,Black
Leury_Garcia,,0.005296374,0.269458622,0.012700394,0.71254457,Other,Black
Lewin_Díaz,,0.000237891,0.70454222,0.273033362,0.022186525,Black,Black
Lewis_Brinson,,1.18E-05,0.962315798,0.035889071,0.001783306,Black,Black
Liam_Hendriks,,0.999576509,7.07E-07,1.83E-05,0.000404394,White,White
Liover_Peguero,,9.96E-06,0.997765779,0.001025461,0.001198813,Black,Black
Livan_Soto,,0.053964589,0.005187166,0.180514321,0.760333927,Other,Other
Locke_St. John,,0.980425775,8.03E-06,0.000683157,0.018882961,White,White
Logan_Allen,,0.905914605,0.00010197,0.000321596,0.093661804,White,White
Logan_Gilbert,,0.995211542,1.95E-06,0.000111267,0.004675282,White,White
Logan_Gillaspie,,0.999322176,1.32E-06,0.000298178,0.000378319,White,White
Logan_O'Hoppe,,0.216744125,0.000133941,0.007236751,0.775885142,Other,White
Logan_Webb,,0.999581993,1.79E-07,0.000161925,0.000255924,White,White
Lorenzo_Cain,,6.05E-07,0.999402761,0.000534792,6.17E-05,Black,Black
Louie_Varland,,0.999892831,1.75E-07,2.87E-05,7.83E-05,White,White
Louis_Head,,0.961757123,5.01E-05,0.000243166,0.037949678,White,White
Lourdes_Gurriel Jr.,,0.056196377,0.003491325,0.049926093,0.890386257,Other,Other
Lou_Trivino,,0.507808924,6.59E-06,0.000439584,0.491744921,White,White
Lucas_Gilbreath,,0.984602571,8.98E-06,0.000315193,0.015073339,White,White
Lucas_Giolito,,0.848583817,0.000216637,0.001028713,0.150170896,White,White
Lucas_Luetge,,0.89349544,2.54E-07,0.000148913,0.106355418,White,White
Lucas_Sims,,0.922405362,1.90E-05,0.041328209,0.036247339,White,White
Lucius_Fox,,3.26E-07,0.999828458,0.000148553,2.27E-05,Black,Black
Luis_Arraez,,0.007858002,0.009431648,0.457779124,0.524931239,Other,Other
Luis_Barrera,,0.298136294,0.001526874,0.008866545,0.69147028,Other,Other
Luis_Campusano,,0.016223859,0.193979174,0.027260297,0.762536672,Other,Other
Luis_Castillo,,0.031509843,0.005304531,0.134629758,0.828555892,Other,Other
Luis_Cessa,,0.119504489,0.001813878,0.022974257,0.855707377,Other,Other
Luis_Frías,,0.000456557,0.767285585,0.19973022,0.032527706,Black,Black
Luis_Garcia,,0.000428693,0.353820324,0.510787601,0.134963488,Asian,Other
Luis_García,,0.00523013,0.408530325,0.127825267,0.458414225,Other,Other
Luis_Gil,,0.013840294,0.106240891,0.130537812,0.749380956,Other,Other
Luis_González,,0.80876863,0.006564772,0.0075765,0.177090019,White,Other
Luis_Guillorme,,0.315250009,0.000402215,0.005772961,0.678574771,Other,Other
Luis_Liberato,,0.028588921,0.233122215,0.016458828,0.721830078,Other,Other
Luis_Ortiz,,0.013060079,0.00017221,0.352177827,0.634589841,Other,Other
Luis_Patiño,,0.000390277,0.006180392,0.984678461,0.00875079,Asian,Other
Luis_Perdomo,,9.38E-05,0.988748789,0.001110683,0.010046675,Black,Black
Luis_Rengifo,,0.000337667,0.937072277,0.038657257,0.023932809,Black,Black
Luis_Robert Jr.,,3.41E-06,0.999842286,9.67E-05,5.76E-05,Black,Black
Luis_Severino,,2.58E-06,0.999796093,0.000108004,9.34E-05,Black,Black
Luis_Torrens,,0.385802895,7.30E-05,0.008402993,0.605721114,Other,Other
Luis_Urías,,0.396914691,0.000576202,0.408528961,0.19398012,Asian,Other
Luke_Bard,,0.97995466,1.38E-05,0.000466454,0.019564908,White,White
Luke_Barker,,0.982509136,6.50E-07,2.05E-05,0.017469701,White,White
Luke_Farrell,,0.842598557,5.05E-05,0.010892053,0.146458851,White,White
Luke_Maile,,0.107813969,0.000499896,0.044673265,0.847012892,Other,White
Luke_Raley,,0.999951243,3.49E-08,8.94E-07,4.79E-05,White,White
Luke_Voit,,0.991215229,1.49E-06,0.000115779,0.00866742,White,White
Luke_Weaver,,0.987900972,4.63E-06,0.000272011,0.011822333,White,White
Luke_Williams,,0.867318451,7.47E-06,0.000634656,0.132039411,White,White
MacKenzie_Gore,,0.964793146,2.55E-06,0.000109245,0.035095045,White,White
Madison_Bumgarner,,0.980804622,9.75E-06,7.94E-05,0.019106185,White,White
Magneuris_Sierra,,2.10E-06,0.999274671,0.000573783,0.000149533,Black,Black
Maikel_Franco,,5.78E-06,0.999611199,0.000212604,0.000170439,Black,Black
Maikel_Garcia,,6.97E-06,0.998122752,0.001245057,0.000625186,Black,Black
Manny_Bañuelos,,0.009534885,6.77E-05,0.967794854,0.022602592,Asian,Other
Manny_Machado,,0.064333044,0.00099464,0.431502641,0.503169751,Other,Other
Manny_Piña,,0.038280714,0.023615606,0.0162232,0.921880458,Other,Other
Manuel_Margot,,5.38E-07,0.999947071,2.39E-05,2.85E-05,Black,Black
Manuel_Rodríguez,,0.001115249,0.001343702,0.98399379,0.013547151,Asian,Other
Marcell_Ozuna,,6.80E-05,0.975274384,0.02255443,0.002103122,Black,Black
Marcos_Diplán,,0.001000429,0.008051902,0.950819579,0.040128012,Asian,Other
Marco_Gonzales,,0.078734674,0.002137925,0.08491868,0.834208793,Other,Other
Marcus_Semien,,0.005667467,0.027687624,0.732416658,0.234228247,Asian,Other
Marcus_Stroman,,0.000975565,0.943458676,0.008042258,0.047523495,Black,Black
Marcus_Wilson,,2.00E-06,0.999653935,0.000225614,0.000118335,Black,Black
Mario_Feliciano,,0.069523595,0.001412678,0.070408517,0.858655264,Other,Other
Mark_Appel,,0.955924809,1.59E-05,0.00061946,0.043439794,White,White
Mark_Canha,,0.999796212,3.58E-08,1.94E-06,0.000201879,White,White
Mark_Contreras,,0.144454524,1.61E-05,0.011345082,0.844184309,Other,Other
Mark_Kolozsvary,,0.993333757,1.03E-06,9.97E-05,0.006565577,White,White
Mark_Leiter Jr.,,0.999519348,5.17E-07,1.62E-05,0.00046393,White,White
Mark_Mathias,,0.183230534,0.00010258,0.102737786,0.7139291,Other,Other
Mark_Melancon,,0.99074465,1.68E-06,0.003272817,0.00598084,White,White
Mark_Payton,,0.994063318,7.37E-07,1.36E-05,0.005922324,White,White
Mark_Vientos,,0.021754006,0.077693082,0.062378335,0.838174545,Other,Other
Martín_Maldonado,,0.000338213,0.02311345,0.966648299,0.009900017,Asian,Other
Martín_Pérez,,0.18676798,0.00290581,0.107806038,0.702520147,Other,Other
Marwin_Gonzalez,,0.166075662,0.000971897,0.016807135,0.816145296,Other,Other
Mason_Thompson,,0.999980927,5.60E-08,5.34E-06,1.36E-05,White,White
Matthew_Batten,,0.999909282,5.80E-09,2.35E-06,8.83E-05,White,White
Matthew_Boyd,,0.998512089,6.89E-07,2.49E-05,0.001462219,White,White
Matthew_Liberatore,,0.999919534,4.04E-08,1.46E-06,7.90E-05,White,White
Matt_Barnes,,0.916262507,1.49E-05,0.00780297,0.075919524,White,White
Matt_Beaty,,0.99922657,4.98E-07,2.14E-05,0.000751517,White,White
Matt_Brash,,0.995808244,6.44E-07,3.51E-05,0.004156091,White,White
Matt_Bush,,0.275196999,0.00028532,0.022044738,0.702473,Other,White
Matt_Carpenter,,0.472840697,2.85E-05,0.002172279,0.524958484,Other,White
Matt_Chapman,,0.790784419,1.60E-05,0.006423106,0.202776485,White,White
Matt_Davidson,,0.999594867,2.57E-07,5.99E-06,0.000398994,White,White
Matt_Dermody,,0.97671175,2.57E-06,0.00041685,0.022868802,White,White
Matt_Duffy,,0.999127328,5.03E-07,2.67E-05,0.000845594,White,White
Matt_Festa,,0.9926669,2.42E-06,0.001013705,0.006317073,White,White
Matt_Foster,,0.997085273,3.50E-07,0.000183596,0.002730824,White,White
Matt_Gage,,0.999360859,6.50E-07,5.43E-05,0.000584257,White,White
Matt_Koch,,0.992632806,1.50E-06,0.000105446,0.007260219,White,White
Matt_Manning,,0.985229075,9.71E-07,0.000491534,0.014278373,White,White
Matt_Moore,,0.495178133,0.000186518,0.022213464,0.482421935,White,White
Matt_Olson,,0.92554909,1.36E-05,0.000463362,0.073973984,White,White
Matt_Peacock,,0.988167346,7.16E-05,0.000902676,0.010858322,White,White
Matt_Reynolds,,0.587678552,2.31E-05,0.001502609,0.410795748,White,White
Matt_Strahm,,0.981457889,2.44E-05,0.00013301,0.018384774,White,White
Matt_Swarmer,,0.999629617,4.46E-07,2.23E-06,0.000367712,White,White
Matt_Thaiss,,0.953288853,4.97E-06,0.021318733,0.025387555,White,White
Matt_Vierling,,0.999350965,9.75E-08,1.09E-05,0.000638079,White,White
Matt_Wallner,,0.915143311,1.46E-06,4.81E-05,0.084807259,White,White
Matt_Wisler,,0.958008409,3.14E-06,0.000391156,0.041597354,White,White
Mauricio_Dubón,,0.000643243,0.003600412,0.979148013,0.016608425,Asian,Other
Mauricio_Llovera,,0.098027654,0.000560259,0.069463646,0.831948454,Other,Other
Max_Castillo,,0.033389684,0.005936003,0.011133971,0.94954031,Other,Other
Max_Fried,,0.99987793,1.20E-07,6.47E-06,0.000115507,White,White
Max_Kepler,,0.997861564,6.78E-07,6.83E-05,0.002069533,White,White
Max_Kranick,,0.993547976,4.15E-07,4.66E-05,0.006405029,White,White
Max_Meyer,,0.999329925,3.95E-07,0.000371284,0.000298315,White,White
Max_Muncy,,0.995075047,1.32E-06,0.00010295,0.00482065,White,White
Max_Scherzer,,0.995807409,1.34E-06,4.85E-05,0.004142712,White,White
Max_Schrock,,0.913484156,5.71E-07,1.24E-05,0.086502866,White,White
Max_Stassi,,0.999086142,6.54E-07,1.37E-05,0.000899545,White,White
Meibrys_Viloria,,0.007594553,0.127457917,0.14777432,0.717173217,Other,Other
Merrill_Kelly,,0.999530911,2.96E-07,1.07E-05,0.000458151,White,White
Michael_A. Taylor,,1.47E-06,0.99426347,0.005541408,0.000193659,Black,Black
Michael_Brantley,,0.023400668,0.027285689,0.119651456,0.829662233,Other,Other
Michael_Chavis,,0.896744847,9.50E-06,0.005662601,0.097582992,White,White
Michael_Feliz,,0.00109582,0.810603857,0.074567384,0.113732975,Black,Black
Michael_Fulmer,,0.960879743,7.70E-05,0.00767972,0.031363585,White,White
Michael_Grove,,0.993587613,5.75E-07,6.81E-05,0.006343751,White,White
Michael_Harris II,,4.04E-08,0.999961734,3.37E-05,4.54E-06,Black,Black
Michael_Hermosillo,,0.04969174,0.000617762,0.037444884,0.912245577,Other,Other
Michael_Kelly,,0.965741992,2.11E-05,0.000313886,0.033922922,White,White
Michael_King,,0.987543941,1.95E-06,0.000583874,0.011870321,White,White
Michael_Kopech,,0.977879822,2.62E-05,0.000331829,0.021762178,White,White
Michael_Lorenzen,,0.909447372,5.07E-06,0.000445633,0.090101928,White,White
Michael_Massey,,0.955525279,5.89E-06,0.002835379,0.041633498,White,White
Michael_Papierski,,0.996697545,3.36E-07,3.80E-05,0.003264121,White,White
Michael_Perez,,0.040419675,0.053248879,0.008430489,0.897900942,Other,Other
Michael_Pineda,,4.83E-06,0.99779582,0.002038481,0.000160925,Black,Black
Michael_Plassmeyer,,0.988984048,2.24E-06,0.000158512,0.010855329,White,White
Michael_Rucker,,0.99844861,8.95E-08,1.98E-05,0.0015314,White,White
Michael_Siani,,0.998842418,4.52E-07,1.08E-05,0.001146447,White,White
Michael_Stefanic,,0.999632597,8.43E-08,2.43E-06,0.000364848,White,White
Michael_Toglia,,0.937899828,1.64E-06,0.000235293,0.06186319,White,White
Michael_Wacha,,0.990836143,1.55E-07,3.75E-06,0.009159966,White,White
Michel_Baez,,0.123165004,0.000293728,0.001902859,0.874638409,Other,White
Mickey_McDonald,,0.995255113,4.32E-07,1.47E-05,0.004729786,White,White
Mickey_Moniak,,0.992926538,1.84E-06,7.28E-05,0.006998692,White,White
Miguel_Andújar,,4.00E-05,0.978413343,0.019041494,0.002505199,Black,Black
Miguel_Cabrera,,0.056209181,0.000832284,0.006973973,0.935984539,Other,Other
Miguel_Castro,,2.53E-07,0.999962687,2.75E-05,9.48E-06,Black,Black
Miguel_Diaz,,6.94E-06,0.996641278,0.002698968,0.00065291,Black,Black
Miguel_Rojas,,0.105320744,0.00057783,0.023697102,0.870404387,Other,Other
Miguel_Sanó,,4.79E-06,0.999238968,0.000633453,0.000122773,Black,Black
Miguel_Sánchez,,0.002302008,0.317127347,0.528242515,0.152328094,Asian,Other
Miguel_Vargas,,0.011347549,0.028353818,0.241960436,0.718338266,Other,Other
Miguel_Yajure,,0.025322499,0.002562588,0.692722642,0.279392201,Asian,Other
Mike_Baumann,,0.996582568,5.08E-06,0.000594858,0.002817638,White,White
Mike_Brosseau,,0.996333718,8.08E-07,3.78E-05,0.003627646,White,White
Mike_Clevinger,,0.995166183,7.63E-07,3.89E-05,0.004794221,White,White
Mike_Ford,,0.068537205,5.81E-07,0.000146334,0.931315911,Other,White
Mike_Mayers,,0.999805868,3.95E-08,1.69E-06,0.000192488,White,White
Mike_Minor,,0.997546613,5.66E-07,2.50E-05,0.002427794,White,White
Mike_Moustakas,,0.99659425,3.90E-07,1.46E-05,0.00339061,White,White
Mike_Trout,,0.995604515,1.33E-06,9.88E-05,0.004295361,White,White
Mike_Yastrzemski,,0.957294583,6.78E-06,0.000686539,0.042011963,White,White
Mike_Zunino,,0.960370541,1.31E-05,0.00041525,0.039201084,White,White
Miles_Mastrobuoni,,0.674315453,0.000159324,0.026178975,0.299346328,White,White
Miles_Mikolas,,0.984982252,4.82E-05,8.60E-05,0.014883574,White,White
