First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Filler,Image
min,kyu,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/min_kyu.jpg
evgenia,tarasova,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/evgenia_tarasova.jpg
linus,strasser,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/linus_strasser.jpg
martin,ponsiluoma,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/martin_ponsiluoma.jpg
katharina,althaus,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/katharina_althaus.jpg
queralt,castellet,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/queralt_castellet.jpg
vincent,zhou,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/vincent_zhou.jpg
eric,frenzel,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/eric_frenzel.jpg
julia,marino,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/julia_marino.jpg
david,wise,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/david_wise.jpg
alexandra,burghardt,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/alexandra_burghardt.jpg
magnus,nedregotten,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/magnus_nedregotten.jpg
hans,christer,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/hans_christer.jpg
laurent,dubreuil,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/laurent_dubreuil.jpg
yurika,yoshida,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/yurika_yoshida.jpg
alexandra,trusova,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/alexandra_trusova.jpg
alexa,scimeca,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/alexa_scimeca.jpg
daniela,ulbing,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/daniela_ulbing.jpg
mons,roisland,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/mons_roisland.jpg
kristin,skaslien,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/kristin_skaslien.jpg
jaelin,kauf,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/jaelin_kauf.jpg
anna,berreiter,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/anna_berreiter.jpg
ryan,cochran-siegle,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/ryan_cochran-siegle.jpg
cassie,sharpe,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/cassie_sharpe.jpg
maddie,rooney,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/maddie_rooney.jpg
satsuki,fujisawa,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/satsuki_fujisawa.jpg
federico,pellegrino,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/federico_pellegrino.jpg
toni,eggert,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/toni_eggert.jpg
jutta,leerdam,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/jutta_leerdam.jpg
jaewon,chung,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/jaewon_chung.jpg
sofia,goggia,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/sofia_goggia.jpg
chinami,yoshida,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/chinami_yoshida.jpg
chloe,trespeuch,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/chloe_trespeuch.jpg
vladimir,morozov,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/vladimir_morozov.jpg
axel,jungk,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/axel_jungk.jpg
michela,moioli,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/michela_moioli.jpg
alex,fiva,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/alex_fiva.jpg
jackie,narracott,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/jackie_narracott.jpg
mirjam,puchner,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/mirjam_puchner.jpg
